zcta,city_primary,county_primary,county_secondary,classification,jurisdiction_for_regs,population_2024,population_cagr_10yr_pct,renter_households_est,renter_hh_in_small_portfolio_est,renter_hh_share_pct,owner_occupied_pct,median_hh_income,median_home_value_2025,median_rent_2br,rent_to_price_ratio_monthly_pct,rent_growth_36mo_pct,days_on_market_rental,vacancy_rate,rate_locked_owner_pct_est,adu_permits_2024_jurisdiction,adu_permits_5yr_jurisdiction,tech_relocation_proxy,lep_pct,foreign_born_pct,pct_bachelors_or_higher,lca_total_fy2024,lep_renter_tech_raw,total_visa_renter_est,visa_renter_density,tech_cohort_share_proxy,avg_commute_min,min_commute_min,reg_complexity_score,zip_school_quality_composite,multi_zone_zip_flag,pct_under_5,under_5_density_per_sqmi,children_per_100_slots,zoning_permissiveness,facility_net_3yr,avg_tuition_infant,tuition_to_median_income_ratio,top_language_1_name,top_language_2_name,moe_flags,anomaly_flags,pm_score,pm_rank,rental_score,rental_rank,daycare_score,daycare_rank,dual_use_score,dual_use_rank,_n_renter_sp,_n_accidental,_n_lep_renter_tech,_n_visa,_n_reg_complex,_n_tech_capped,_n_avg_commute,_n_pop_growth,_n_school,_n_rtp,_n_rent_growth,_n_dom_vac,_n_stability,_n_reg_friendly,_n_min_commute,_n_under5,_n_gap,_n_zoning,_n_income,_n_hi_emp,_n_fac_trend
98115,Seattle,King,,urban,Seattle,54248.0,1.44,9279.0,5866.0,40.68,58.0,148190.0,1080000.0,2780.0,0.305,9.2,18.0,4.8,72.0,1180.0,5150.0,0.10074523999999999,3.72,12.86,78.34,60.0,0.9079776,3012.0,0.32460394439055934,0.006466214031684449,43.583333333333336,29.2,7.5,89.4,true,4.7,388.8,188.0,1.0,0.0,2750.0,0.2,Chinese (Mandarin/Cantonese),Spanish,,,62.26,8,53.43,66,56.8,9,55.09,25,0.9055,0.7375,0.0041,0.6496,1.0,0.0136,0.9274,0.5458,0.791,0.365,0.2,0.8774,0.5419,0.0,0.788,0.7684,0.3877,0.5,0.508,0.648,0.5
98116,Seattle,King,,urban,Seattle,28091.0,1.44,4668.0,3093.0,46.35,60.0,130504.0,1080000.0,2780.0,0.305,9.0,20.0,4.6,72.0,1180.0,5150.0,0.09341484,3.36,13.56,68.89,0.0,0.0,1765.0,0.3781062553556127,0.0,47.61666666666667,22.7,7.5,73.0,false,5.25,491.8,213.0,1.0,0.0,2750.0,0.2,Russian/Polish/Slavic,Spanish,,,53.35,15,43.29,97,59.09,3,50.58,63,0.4767,0.7297,0.0,0.7567,1.0,0.0,0.8829,0.5458,0.4414,0.365,0.1765,0.8629,0.5063,0.0,0.8509,0.9719,0.4978,0.5,0.4066,0.6288,0.5
98117,Seattle,King,,urban,Seattle,35147.0,1.44,6097.0,3776.0,29.33,58.0,182500.0,1020000.0,2780.0,0.323,9.2,19.0,4.8,72.0,1180.0,5150.0,0.0922152,1.98,12.32,74.85,0.0,0.0,1303.0,0.2137116614728555,0.0,48.86666666666667,29.0,7.5,81.0,false,5.72,506.0,187.0,1.0,0.0,2750.0,0.21,Spanish,Other Indo-European,,,51.56,19,50.51,77,63.26,1,56.53,16,0.5823,0.7284,0.0,0.4277,1.0,0.0,0.8691,0.5458,0.6119,0.4184,0.2,0.8607,0.6402,0.0,0.7899,1.0,0.3833,0.5,0.7047,0.7473,0.5
98118,Seattle,King,,urban,Seattle,49560.0,1.44,9854.0,5976.0,42.55,52.0,109085.0,820000.0,2540.0,0.367,10.5,22.0,5.0,64.0,1180.0,5150.0,0.13194720000000001,16.32,26.95,48.96,0.0,0.0,1720.0,0.17454840673838035,0.0,43.666666666666664,23.0,7.5,52.3,true,6.33,503.0,239.0,1.0,0.0,2400.0,0.28,Spanish,Vietnamese,,,57.42,13,34.53,107,56.42,10,44.14,91,0.9225,0.6495,0.0,0.3493,1.0,0.0,0.9265,0.5458,0.0,0.549,0.3529,0.7918,0.3843,0.0,0.848,0.9941,0.6123,0.5,0.2838,0.5659,0.5
98119,Seattle,King,,urban,Seattle,26390.0,1.44,6337.0,2734.0,60.73,42.0,125021.0,1180000.0,2780.0,0.279,8.5,20.0,6.4,70.0,1180.0,5150.0,0.10414636,2.39,14.57,71.48,110.0,1.5965917,2469.0,0.3896165377939088,0.01735837146914944,42.11666666666667,12.9,7.5,84.6,false,3.6,391.8,184.0,1.0,0.0,2800.0,0.2,Spanish,Chinese (Mandarin/Cantonese),,,53.17,17,45.2,93,54.24,19,49.51,72,0.4212,0.7108,0.0072,0.7797,1.0,0.0366,0.9436,0.5458,0.6887,0.2878,0.1176,0.6931,0.3542,0.0,0.9458,0.7743,0.37,0.5,0.3752,0.6605,0.5
98121,Seattle,King,,urban-core,Seattle,20904.0,1.44,6883.0,400.0,74.77,20.0,148974.0,620000.0,2780.0,0.531,7.0,24.0,9.6,66.0,1180.0,5150.0,0.31197800000000003,9.18,40.1,77.8,2410.0,165.41965259999995,3253.0,0.4726136858927793,0.35013802121168097,38.766666666666666,7.9,7.5,82.4,true,0.53,250.0,146.0,1.0,0.0,3000.0,0.18,Other Indo-European,Chinese (Mandarin/Cantonese),,,67.5,3,53.0,68,47.16,58,49.99,67,0.0603,0.8716,0.7437,0.9458,1.0,0.7384,0.9805,0.5458,0.6418,1.0,0.0,0.4,0.2562,0.0,0.9942,0.4941,0.2026,0.5,0.5125,0.7533,0.5
98122,Seattle,King,,urban,Seattle,42001.0,1.44,11248.0,4314.0,72.05,36.0,106479.0,820000.0,2780.0,0.401,9.5,20.0,5.8,66.0,1180.0,5150.0,0.122837,4.38,17.18,71.5,40.0,1.2623159999999998,4892.0,0.4349217638691323,0.0035561877667140826,37.0,13.0,7.5,69.4,false,2.28,409.7,166.0,1.0,0.0,2750.0,0.23,Spanish,Chinese (Mandarin/Cantonese),,,59.24,10,44.15,96,48.8,47,46.42,85,0.6655,0.6701,0.0057,0.8704,1.0,0.0075,1.0,0.5458,0.3646,0.6499,0.2353,0.7497,0.2556,0.0,0.9448,0.8097,0.2907,0.5,0.2689,0.6068,0.5
98125,Seattle,King,,urban,Seattle,43807.0,1.44,8687.0,5076.0,54.32,52.0,96725.0,820000.0,2780.0,0.401,10.0,20.0,5.2,66.0,1180.0,5150.0,0.13173179999999998,9.24,21.72,60.65,0.0,0.0,2810.0,0.32347185449522275,0.0,48.9,37.7,7.5,79.9,false,5.39,435.4,202.0,1.0,0.0,2550.0,0.24,Spanish,Chinese (Mandarin/Cantonese),,,57.84,12,50.9,76,52.95,21,51.91,51,0.7834,0.6796,0.0,0.6474,1.0,0.0,0.8688,0.5458,0.5885,0.6499,0.2941,0.8063,0.3489,0.0,0.7057,0.8605,0.4493,0.5,0.2129,0.4593,0.5
98126,Seattle,King,,urban,Seattle,22433.0,1.44,3923.0,2549.0,39.6,58.0,114030.0,820000.0,2540.0,0.367,10.0,22.0,4.8,66.0,1180.0,5150.0,0.09488672999999999,6.73,15.87,59.79,0.0,0.0,1010.0,0.2574560285495794,0.0,48.56666666666666,26.1,7.5,72.8,false,6.44,466.6,231.0,1.0,0.0,2400.0,0.28,Spanish,Other Indo-European,,,47.06,26,46.73,87,58.03,5,52.07,47,0.3926,0.6403,0.0,0.5153,1.0,0.0,0.8724,0.5458,0.4371,0.549,0.2941,0.8107,0.4439,0.0,0.818,0.9221,0.5771,0.5,0.3121,0.5651,0.5
98133,Seattle,King,,suburban,Seattle,52620.0,1.44,11256.0,6236.0,50.84,48.0,92371.0,720000.0,2780.0,0.457,10.5,22.0,5.0,62.0,1180.0,5150.0,0.11540144,11.71,22.61,51.04,0.0,0.0,2645.0,0.23498578535891967,0.0,53.13333333333333,44.3,7.5,77.6,true,5.14,379.1,203.0,1.0,0.0,2500.0,0.24,Spanish,Chinese (Mandarin/Cantonese),,MULTI_DISTRICT,57.94,11,52.39,73,49.69,39,51.02,59,0.9627,0.6016,0.0,0.4703,1.0,0.0,0.8221,0.5458,0.5394,0.816,0.3529,0.7918,0.3061,0.0,0.6418,0.7492,0.4537,0.5,0.188,0.4149,0.5
98134,Seattle,King,,urban,Seattle,779.0,1.44,205.0,39.0,65.71,22.0,66119.0,520000.0,2540.0,0.579,7.0,24.0,8.0,58.0,1180.0,5150.0,0.03506148,8.34,13.48,26.01,0.0,0.0,20.0,0.0975609756097561,0.0,41.416666666666664,14.1,7.5,61.2,true,0.0,0.0,300.0,1.0,0.0,,,Other Asian/Pacific Island,Spanish,renter_households,LOW_POP,32.52,51,37.95,104,40.21,90,39.06,98,0.0045,0.4554,0.0,0.1953,1.0,0.0,0.9513,0.5458,0.1898,1.0,0.0,0.4755,0.0339,0.0,0.9342,0.0,0.8811,0.5,0.0375,0.4858,0.5
98136,Seattle,King,,urban,Seattle,17299.0,1.44,2244.0,1634.0,36.09,68.0,153636.0,920000.0,2540.0,0.327,9.5,22.0,4.6,70.0,1180.0,5150.0,0.07277465,1.83,10.87,66.95,0.0,0.0,789.0,0.3516042780748663,0.0,52.449999999999996,32.8,7.5,72.8,false,5.33,401.7,202.0,1.0,0.0,2700.0,0.21,Spanish,German/W.Germanic,,,46.38,29,45.59,91,56.19,12,50.61,62,0.2511,0.6774,0.0,0.7037,1.0,0.0,0.8296,0.5458,0.4371,0.4303,0.2353,0.8296,0.6332,0.0,0.7531,0.7939,0.4493,0.5,0.5392,0.6462,0.5
98144,Seattle,King,,urban,Seattle,33048.0,1.44,8515.0,3564.0,53.93,38.0,94051.0,820000.0,2780.0,0.401,9.5,20.0,5.8,64.0,1180.0,5150.0,0.13631896,10.9,21.86,62.36,210.0,12.344577000000001,2222.0,0.26095126247798006,0.024662360540223135,38.61666666666667,17.0,7.5,71.1,true,3.76,368.7,206.0,1.0,0.0,2550.0,0.25,Spanish,Chinese (Mandarin/Cantonese),,,53.22,16,44.61,95,49.94,38,47.2,79,0.5496,0.6542,0.0555,0.5222,1.0,0.052,0.9822,0.5458,0.4009,0.6499,0.2353,0.7497,0.2352,0.0,0.9061,0.7287,0.467,0.5,0.1976,0.5519,0.5
98146,Burien,King,,suburban,Unincorporated King,28182.0,0.92,5575.0,3453.0,33.27,52.0,108460.0,580000.0,2200.0,0.45,14.0,26.0,5.2,56.0,0.0,0.0,0.09651928,17.18,25.96,37.18,0.0,0.0,621.0,0.11139013452914798,0.0,55.5,38.1,2.0,55.8,false,4.5,274.0,231.0,1.0,0.0,2200.0,0.3,Spanish,Vietnamese,,LARGE_UNINC,28.53,70,52.9,69,46.4,65,49.54,70,0.5324,0.1572,0.0,0.2229,0.1538,0.0,0.796,0.3553,0.0746,0.7953,0.7647,0.7063,0.3825,0.8462,0.7018,0.5415,0.5771,0.5,0.2802,0.491,0.5
98148,SeaTac,King,,suburban,SeaTac,10399.0,0.95,1975.0,1189.0,49.68,50.0,86994.0,560000.0,2080.0,0.441,14.5,27.0,5.4,54.0,18.0,50.0,0.06291872,17.24,22.28,28.24,0.0,0.0,296.0,0.149873417721519,0.0,61.333333333333336,36.2,3.5,52.6,false,7.22,277.0,202.0,1.0,0.0,2200.0,0.3,Spanish,Vietnamese,,,22.51,83,47.73,83,41.16,88,44.32,90,0.1823,0.0962,0.0,0.2999,0.3846,0.0,0.7316,0.3663,0.0064,0.7685,0.8235,0.6708,0.3058,0.6154,0.7202,0.5474,0.4493,0.5,0.1571,0.4387,0.5
98155,Shoreline,King,,suburban,Shoreline,35906.0,0.69,5343.0,3821.0,28.25,64.0,131911.0,820000.0,2780.0,0.401,11.5,22.0,4.6,64.0,54.0,156.0,0.10401120000000003,7.18,18.6,55.92,0.0,0.0,949.0,0.17761557177615572,0.0,53.166666666666664,47.0,2.0,89.4,true,5.19,246.8,213.0,1.0,0.0,2500.0,0.23,Spanish,Chinese (Mandarin/Cantonese),,MULTI_DISTRICT,33.44,44,68.96,3,51.16,30,59.4,6,0.5893,0.3017,0.0,0.3555,0.1538,0.0,0.8217,0.2711,0.791,0.6499,0.4706,0.8296,0.5407,0.8462,0.6157,0.4877,0.4978,0.5,0.4147,0.5152,0.5
98166,Burien,King,,suburban,Burien,22001.0,0.92,2693.0,2089.0,33.41,70.0,112191.0,720000.0,2200.0,0.362,13.0,24.0,4.4,62.0,32.0,88.0,0.06022876,7.35,13.24,45.49,0.0,0.0,622.0,0.23096917935388042,0.0,61.78333333333333,40.3,6.0,62.7,false,5.65,215.2,202.0,1.0,0.0,2400.0,0.24,Spanish,Other Indo-European,,,33.21,48,46.91,86,42.7,83,44.76,89,0.3215,0.2185,0.0,0.4622,0.7692,0.0,0.7267,0.3553,0.2217,0.5341,0.6471,0.8151,0.5296,0.2308,0.6805,0.4253,0.4493,0.5,0.3016,0.4911,0.5
98168,Tukwila,King,,suburban,Unincorporated King,34814.0,1.18,7799.0,4593.0,46.81,46.0,84937.0,520000.0,2200.0,0.502,15.5,28.0,5.8,52.0,0.0,0.0,0.07964679999999999,22.46,33.2,23.99,70.0,7.3594682,779.0,0.09988460058981921,0.008975509680728298,53.13333333333333,24.1,2.0,52.2,false,6.09,242.0,228.0,1.0,0.0,2200.0,0.32,Spanish,Vietnamese,,LARGE_UNINC,32.36,53,54.84,60,42.63,84,48.35,77,0.7087,0.0787,0.0331,0.1999,0.1538,0.0189,0.8221,0.4505,0.0,0.9496,0.9412,0.6164,0.2696,0.8462,0.8374,0.4783,0.5639,0.5,0.1454,0.4914,0.5
98177,Seattle,King,,suburban,Seattle,20506.0,1.44,2743.0,2045.0,13.35,68.0,162607.0,920000.0,2780.0,0.358,10.5,22.0,4.4,66.0,1180.0,5150.0,0.09517761,4.89,13.97,68.13,0.0,0.0,301.0,0.10973386802770689,0.0,54.550000000000004,44.9,7.5,84.7,true,4.59,166.9,186.0,1.0,0.0,2700.0,0.2,Chinese (Mandarin/Cantonese),Spanish,renter_households,MULTI_DISTRICT,41.15,33,55.5,57,47.68,54,51.44,55,0.3147,0.6407,0.0,0.2196,1.0,0.0,0.8064,0.5458,0.6908,0.5223,0.3529,0.8484,0.659,0.0,0.636,0.3298,0.3789,0.5,0.5906,0.6133,0.5
98178,Renton,King,,suburban,Unincorporated King,25929.0,0.83,4567.0,3106.0,35.17,58.0,93786.0,620000.0,2200.0,0.421,14.5,27.0,5.0,58.0,0.0,0.0,0.11163906000000001,18.51,30.78,36.27,0.0,0.0,581.0,0.12721699146047732,0.0,49.48333333333333,11.0,2.0,59.4,true,5.79,306.3,214.0,1.0,0.0,2200.0,0.28,Vietnamese,Chinese (Mandarin/Cantonese),,LARGE_UNINC;MULTI_DISTRICT,28.94,68,56.2,53,46.52,64,51.13,56,0.4787,0.2036,0.0,0.2546,0.1538,0.0,0.8623,0.3223,0.1514,0.7092,0.8235,0.7085,0.3859,0.8462,0.9642,0.6053,0.5022,0.5,0.1961,0.5801,0.5
98188,SeaTac,King,,suburban,SeaTac,26769.0,0.94,6883.0,3483.0,58.4,38.0,76559.0,520000.0,2080.0,0.475,15.8,28.0,6.0,50.0,18.0,50.0,0.10774711999999999,22.27,40.69,26.48,90.0,11.705112,925.0,0.1343890745314543,0.013075693738195554,58.949999999999996,26.9,3.5,49.0,true,4.83,160.3,225.0,1.0,0.0,2200.0,0.32,Spanish,Other Asian/Pacific Island,,MULTI_DISTRICT,31.47,58,49.94,79,38.16,96,43.65,93,0.537,0.1137,0.0526,0.269,0.3846,0.0276,0.7579,0.3626,0.0,0.8694,0.9765,0.5975,0.185,0.6154,0.8103,0.3168,0.5507,0.5,0.0973,0.4538,0.5
98198,Des Moines,King,,suburban,Des Moines,39815.0,0.78,6908.0,4698.0,45.67,58.0,83938.0,580000.0,2080.0,0.426,14.5,27.0,5.2,58.0,18.0,50.0,0.09236016999999999,18.48,29.33,31.49,50.0,4.219908,1048.0,0.15170816444701796,0.007237984944991315,69.91666666666667,46.1,1.0,62.7,true,6.55,337.3,218.0,1.0,0.0,2200.0,0.29,Spanish,Other Indo-European,,MULTI_DISTRICT,31.21,61,56.76,51,46.04,67,51.12,57,0.7249,0.1882,0.019,0.3036,0.0,0.0153,0.6369,0.304,0.2217,0.724,0.8235,0.6896,0.3577,1.0,0.6244,0.6666,0.5198,0.5,0.1396,0.382,0.5
98199,Seattle,King,,urban,Seattle,22751.0,1.44,3288.0,2194.0,37.63,64.0,176729.0,1280000.0,2780.0,0.257,8.8,20.0,4.6,72.0,1180.0,5150.0,0.1093518,2.49,14.22,76.9,50.0,0.4684935,1180.0,0.3588807785888078,0.015206812652068127,47.28333333333333,22.7,7.5,83.4,false,6.51,349.5,177.0,1.0,0.0,2800.0,0.19,Other Indo-European,Chinese (Mandarin/Cantonese),,,50.49,22,48.32,80,56.25,11,52.13,46,0.3377,0.7467,0.0021,0.7182,1.0,0.0321,0.8866,0.5458,0.6631,0.2226,0.1529,0.8629,0.6691,0.0,0.8509,0.6907,0.3392,0.5,0.6716,0.7613,0.5
98224,Baring,King,,rural,Unincorporated King,192.0,-0.05,14.0,12.0,4.21,82.0,86477.0,420000.0,1480.0,0.418,8.5,54.0,3.5,58.0,0.0,0.0,0.048175449999999995,1.56,16.15,29.83,0.0,0.0,0.0,0.0,0.0,105.06666666666666,89.5,2.0,61.2,false,0.0,0.0,100.0,1.0,0.0,,,Other Asian/Pacific Island,French/Haitian/Cajun,population_2024;renter_households;median_hh_income,LARGE_UNINC;LOW_POP;RURAL_FRINGE,6.21,107,42.39,98,19.16,105,28.5,105,0.0003,0.1361,0.0,0.0,0.1538,0.0,0.2493,0.0,0.1898,0.7003,0.1176,0.5,0.5468,0.8462,0.2043,0.0,0.0,0.5,0.1542,0.1792,0.5
98288,Skykomish,King,,rural,Unincorporated King,201.0,-1.17,12.0,10.0,30.3,82.0,59583.0,440000.0,1480.0,0.399,8.5,54.0,3.5,58.0,0.0,0.0,0.02144158,3.05,6.47,33.14,0.0,0.0,5.0,0.4166666666666667,0.0,129.96666666666667,114.6,2.0,61.2,false,1.99,0.0,100.0,1.0,0.0,,,Spanish,Russian/Polish/Slavic,population_2024;renter_households;median_hh_income,LARGE_UNINC;LOW_POP;RURAL_FRINGE,13.27,99,38.7,102,15.52,107,24.51,107,0.0,0.1076,0.0,0.8339,0.1538,0.0,0.0,0.0,0.1898,0.6439,0.1176,0.5,0.4697,0.8462,0.0,0.0,0.0,0.5,0.0,0.0,0.5
98201,Everett,Snohomish,,urban,Everett,31212.0,0.65,7061.0,3845.0,53.14,42.0,73822.0,520000.0,1950.0,0.446,15.0,26.0,6.4,54.0,118.0,312.0,0.030466030000000005,6.17,10.43,29.21,85.0,2.7869273,1092.0,0.15465231553604306,0.012037954963886136,82.26666666666667,36.4,1.5,61.2,false,4.71,78.4,206.0,1.0,0.0,2200.0,0.28,Spanish,Russian/Polish/Slavic,,,25.94,75,54.97,59,33.87,101,43.15,95,0.593,0.0899,0.0125,0.3095,0.0769,0.0254,0.5007,0.2564,0.1898,0.7834,0.8824,0.5931,0.2075,0.9231,0.7183,0.1549,0.467,0.5,0.0816,0.4,0.5
98203,Everett,Snohomish,,suburban,Everett,35356.0,0.65,6507.0,3818.0,32.85,52.0,101505.0,580000.0,1950.0,0.4,14.5,26.0,5.4,56.0,118.0,312.0,0.07126400000000001,11.73,20.96,34.0,50.0,1.9266524999999999,726.0,0.111572153065929,0.007684032580298141,71.45,15.8,1.5,64.3,true,6.04,180.7,229.0,1.0,0.0,2150.0,0.28,Spanish,Vietnamese,,MULTI_DISTRICT,27.04,74,57.78,42,44.37,76,50.63,61,0.5888,0.1637,0.0087,0.2233,0.0769,0.0162,0.62,0.2564,0.2559,0.6469,0.8235,0.6874,0.3626,0.9231,0.9177,0.3571,0.5683,0.5,0.2403,0.579,0.5
98204,Everett,Snohomish,,suburban,Everett,43961.0,0.65,9991.0,4759.0,64.85,42.0,66592.0,540000.0,1950.0,0.429,15.8,26.0,5.8,52.0,118.0,312.0,0.06831552,20.72,30.94,22.08,240.0,32.248608,1573.0,0.157441697527775,0.024021619457511762,65.55,12.5,1.5,61.2,true,6.55,401.1,256.0,1.0,0.0,2150.0,0.31,Spanish,Russian/Polish/Slavic,,MULTI_DISTRICT,33.23,47,57.26,49,51.92,23,54.52,31,0.7343,0.0999,0.145,0.3151,0.0769,0.0507,0.6851,0.2564,0.1898,0.7329,0.9765,0.6497,0.1868,0.9231,0.9497,0.7927,0.6872,0.5,0.0402,0.4949,0.5
98208,Everett,Snohomish,,suburban,Unincorporated Snohomish,60616.0,0.65,8835.0,5858.0,31.58,62.0,102546.0,720000.0,1950.0,0.322,14.5,25.0,4.8,60.0,0.0,0.0,0.09136382,15.21,26.66,34.27,70.0,3.3623226,1119.0,0.1266553480475382,0.00792303338992643,67.76666666666667,26.2,2.0,83.2,true,6.03,240.0,229.0,1.0,0.0,2300.0,0.26,Spanish,Vietnamese,,LARGE_UNINC;MULTI_DISTRICT,36.4,40,64.54,15,49.53,42,56.54,15,0.9043,0.2124,0.0151,0.2535,0.1538,0.0167,0.6607,0.2564,0.6588,0.4154,0.8235,0.7607,0.4413,0.8462,0.817,0.4743,0.5683,0.5,0.2463,0.5317,0.5
98223,Arlington,Snohomish,,exurban,Unincorporated Snohomish,46225.0,1.02,4969.0,3736.0,21.82,72.0,96478.0,620000.0,1780.0,0.341,12.5,29.0,4.4,58.0,0.0,0.0,0.015158520000000002,3.56,7.38,20.54,0.0,0.0,494.0,0.09941638156570738,0.0,124.76666666666665,85.3,2.0,68.8,true,5.03,7.4,272.0,1.0,0.0,2050.0,0.27,Spanish,Tagalog/Filipino,,LARGE_UNINC;MULTI_DISTRICT,20.89,87,50.08,78,38.6,95,43.97,92,0.5762,0.1009,0.0,0.199,0.1538,0.0,0.032,0.3919,0.3518,0.4718,0.5882,0.7318,0.4997,0.8462,0.2449,0.0146,0.7577,0.5,0.2115,0.2282,0.5
98241,Darrington,Snohomish,,rural,Unincorporated Snohomish,2412.0,0.68,196.0,159.0,24.82,78.0,75039.0,420000.0,1480.0,0.418,10.5,44.0,4.0,60.0,0.0,0.0,0.0057897,0.51,3.15,18.38,0.0,0.0,30.0,0.15306122448979592,0.0,179.35,159.1,2.0,54.0,false,2.86,0.2,338.0,1.0,0.0,1900.0,0.3,Spanish,German/W.Germanic,population_2024;renter_households,LARGE_UNINC;LOW_POP;RURAL_FRINGE,9.27,105,38.72,101,37.8,97,38.26,99,0.023,0.1212,0.0,0.3063,0.1538,0.0,0.0,0.2674,0.0362,0.7003,0.3529,0.5195,0.4837,0.8462,0.0,0.0004,1.0,0.5,0.0886,0.0443,0.5
98251,Gold Bar,Snohomish,,rural,Unincorporated Snohomish,4782.0,1.05,337.0,273.0,15.2,82.0,78512.0,540000.0,1480.0,0.325,10.5,36.0,4.2,60.0,0.0,0.0,0.015165699999999999,3.95,9.35,16.22,0.0,0.0,36.0,0.10682492581602374,0.0,110.75,98.1,2.0,55.8,true,5.88,1.7,333.0,1.0,0.0,1900.0,0.3,Spanish,French/Haitian/Cajun,renter_households,LARGE_UNINC;LOW_POP;RURAL_FRINGE,11.38,102,36.87,106,39.11,93,37.97,101,0.0407,0.1312,0.0,0.2138,0.1538,0.0,0.1866,0.4029,0.0746,0.4243,0.3529,0.634,0.524,0.8462,0.121,0.0034,1.0,0.5,0.1085,0.1148,0.5
98252,Granite Falls,Snohomish,,exurban,Unincorporated Snohomish,10487.0,2.68,870.0,693.0,16.23,78.0,95235.0,620000.0,1780.0,0.341,11.5,30.0,4.0,60.0,0.0,0.0,0.013545600000000001,2.53,5.44,24.9,0.0,0.0,91.0,0.10459770114942529,0.0,116.78333333333335,91.3,2.0,63.1,false,5.08,2.2,291.0,1.0,0.0,2000.0,0.28,Spanish,Other Indo-European,renter_households,LARGE_UNINC,15.65,96,45.51,92,38.85,94,42.05,97,0.1056,0.1295,0.0,0.2093,0.1538,0.0,0.12,1.0,0.2303,0.4718,0.4706,0.7528,0.5416,0.8462,0.1868,0.0043,0.8414,0.5,0.2044,0.1956,0.5
98256,Index,Snohomish,,rural,Unincorporated Snohomish,409.0,-0.5,22.0,18.0,15.95,84.0,91406.0,520000.0,1480.0,0.338,10.0,48.0,3.8,62.0,0.0,0.0,0.006316200000000001,2.5,6.6,9.57,0.0,0.0,3.0,0.13636363636363635,0.0,125.0,110.6,2.0,60.6,false,2.2,0.1,100.0,1.0,0.0,,,Spanish,French/Haitian/Cajun,population_2024;renter_households;median_hh_income,LARGE_UNINC;LOW_POP;RURAL_FRINGE,7.57,106,37.83,105,18.52,106,26.47,106,0.0012,0.1521,0.0,0.2729,0.1538,0.0,0.0294,0.0,0.177,0.4629,0.2941,0.4717,0.5761,0.8462,0.0,0.0002,0.0,0.5,0.1824,0.0912,0.5
